Date,Open,High,Low,Close,Adj Close,Volume
2017-09-20,229.500000,231.649994,228.500000,229.789993,209.926361,2682300
2017-09-21,229.889999,232.100006,229.399994,231.289993,211.296692,1800800
2017-09-22,230.639999,231.490005,228.880005,231.029999,211.059204,1861800
2017-09-25,230.770004,231.860001,228.360001,230.259995,210.355728,2261800
2017-09-26,230.860001,231.440002,229.029999,229.940002,210.063400,1770000
2017-09-27,234.070007,235.600006,232.910004,234.759995,214.466736,3072100
2017-09-28,235.000000,236.199997,233.500000,235.470001,215.115356,2121800
2017-09-29,235.009995,237.600006,234.570007,237.190002,216.686737,1902300
2017-10-02,237.199997,241.100006,237.100006,240.649994,219.847580,2501300
2017-10-03,241.070007,242.710007,239.690002,241.619995,220.733749,2010800
2017-10-04,241.619995,242.880005,240.119995,240.309998,219.537003,1840400
2017-10-05,241.000000,246.320007,240.119995,246.059998,224.789932,3521300
2017-10-06,246.300003,247.080002,244.610001,246.020004,224.753418,2396100
2017-10-09,245.149994,246.350006,242.020004,242.800003,221.811752,2165200
2017-10-10,242.800003,243.729996,241.699997,242.600006,221.629059,2187100
2017-10-11,242.000000,243.199997,241.350006,242.399994,221.446320,2175700
2017-10-12,242.330002,243.419998,238.750000,239.800003,219.071060,2148200
2017-10-13,239.000000,239.449997,236.839996,238.529999,217.910858,2491000
2017-10-16,238.600006,242.759995,238.350006,242.410004,221.455444,2969200
2017-10-17,244.440002,244.889999,235.190002,236.089996,215.681778,7088400
2017-10-18,236.869995,242.649994,236.869995,242.029999,221.108322,4235900
2017-10-19,240.350006,240.990005,238.100006,239.990005,219.244659,2710900
2017-10-20,242.949997,245.250000,240.669998,244.729996,223.574936,3022800
2017-10-23,244.389999,245.330002,241.380005,242.130005,221.199707,1963300
2017-10-24,243.600006,246.250000,243.000000,244.839996,223.675430,2285300
2017-10-25,246.160004,246.500000,240.800003,241.710007,220.815994,2904300
2017-10-26,242.610001,244.000000,241.529999,241.720001,220.825089,1948800
2017-10-27,240.850006,242.440002,239.669998,241.710007,220.815994,2111500
2017-10-30,240.100006,242.589996,239.529999,240.889999,220.066864,1764400
2017-10-31,240.679993,244.179993,240.630005,242.479996,221.519424,2658700
2017-11-01,243.889999,247.399994,242.910004,244.259995,223.145538,2969600
2017-11-02,244.690002,247.740005,243.380005,246.880005,225.539108,2509100
2017-11-03,245.369995,246.279999,243.190002,244.399994,223.273468,1954600
2017-11-06,243.500000,244.580002,241.669998,243.490005,222.442108,1744800
2017-11-07,243.910004,244.979996,238.839996,239.809998,219.080200,2483900
2017-11-08,239.199997,242.320007,237.550003,241.250000,220.395798,2349800
2017-11-09,239.509995,242.369995,237.839996,240.789993,219.975494,2122400
2017-11-10,241.690002,243.320007,240.000000,240.149994,219.390823,1845600
2017-11-13,237.970001,240.899994,237.160004,240.270004,219.500443,1953900
2017-11-14,239.649994,240.880005,235.630005,237.240005,216.732376,3000200
2017-11-15,234.970001,238.149994,233.550003,237.610001,217.070404,2564100
2017-11-16,238.380005,240.690002,238.199997,239.369995,218.678253,2304300
2017-11-17,238.860001,239.080002,237.119995,238.020004,217.444962,2826400
2017-11-20,238.779999,238.779999,237.110001,238.130005,217.545441,2000700
2017-11-21,239.410004,239.589996,237.539993,238.020004,217.444962,2223800
2017-11-22,237.940002,238.949997,236.360001,236.429993,215.992401,2177200
2017-11-24,237.419998,238.559998,235.550003,235.949997,215.553909,1268500
2017-11-27,235.750000,236.880005,234.800003,235.110001,214.786499,1999600
2017-11-28,236.089996,240.000000,234.330002,239.410004,218.714783,3212900
2017-11-29,241.250000,244.470001,240.399994,241.360001,221.189163,4500000
2017-11-30,244.070007,250.789993,244.000000,247.639999,226.944336,6364600
2017-12-01,249.779999,250.679993,244.009995,248.949997,228.144836,4765400
2017-12-04,254.889999,254.899994,250.009995,250.649994,229.702759,3326100
2017-12-05,250.800003,251.350006,247.410004,248.330002,227.576706,2526800
2017-12-06,246.240005,248.080002,245.130005,245.949997,225.395599,2331400
2017-12-07,244.619995,249.479996,244.399994,248.559998,227.787460,2667000
2017-12-08,250.500000,250.679993,247.199997,250.350006,229.427856,1959100
2017-12-11,250.000000,251.399994,248.759995,250.130005,229.226257,1494200
2017-12-12,250.809998,258.200012,250.690002,257.679993,236.145264,3464200
2017-12-13,257.809998,260.500000,255.559998,255.559998,234.202438,3482300
2017-12-14,257.130005,259.549988,255.479996,255.479996,234.129105,3353200
2017-12-15,256.700012,258.970001,254.759995,257.170013,235.677887,5283400
2017-12-18,260.000000,262.000000,259.160004,260.019989,238.289719,2575600
2017-12-19,261.600006,261.799988,256.179993,256.480011,235.045547,2195500
2017-12-20,258.869995,259.089996,254.550003,255.179993,233.854172,2052400
2017-12-21,256.609985,262.089996,256.279999,261.010010,239.196976,3337800
2017-12-22,261.660004,262.140015,257.720001,258.970001,237.327454,2100600
2017-12-26,258.190002,259.200012,256.000000,257.720001,236.181885,1289300
2017-12-27,257.980011,257.980011,255.520004,255.949997,234.559845,1567900
2017-12-28,256.980011,257.000000,255.100006,256.500000,235.063904,1301000
2017-12-29,255.869995,256.649994,252.910004,254.759995,233.469284,2519300
2018-01-02,257.769989,257.910004,253.919998,255.669998,234.303238,2258300
2018-01-03,255.479996,256.140015,253.220001,253.289993,232.122131,2988200
2018-01-04,255.229996,259.720001,254.320007,256.829987,235.366302,2583200
2018-01-05,257.179993,257.489990,253.690002,255.520004,234.165787,2594700
2018-01-08,254.750000,255.179993,251.619995,251.809998,230.765839,2940500
2018-01-09,252.800003,255.600006,252.619995,253.940002,232.717819,2637300
2018-01-10,255.000000,255.149994,252.350006,254.330002,233.075211,2927200
2018-01-11,255.750000,255.889999,252.970001,255.130005,233.808395,2422400
2018-01-12,255.750000,257.299988,254.089996,257.029999,235.549545,2849200
2018-01-16,259.250000,261.769989,256.399994,258.459991,236.860062,4445500
2018-01-17,260.980011,262.000000,248.839996,253.649994,232.452026,8608100
2018-01-18,254.490005,254.539993,250.600006,250.970001,229.996048,4984500
2018-01-19,251.000000,256.140015,250.259995,256.119995,234.715652,4643400
2018-01-22,255.449997,262.869995,255.190002,261.519989,239.664337,5264700
2018-01-23,258.000000,260.260010,256.850006,260.089996,238.353836,4003600
2018-01-24,260.739990,265.779999,260.299988,265.679993,243.476669,4314000
2018-01-25,266.350006,270.500000,265.010010,269.029999,246.546753,5055000
2018-01-26,267.489990,269.000000,266.049988,268.140015,245.731186,3535400
2018-01-29,269.040009,273.790009,268.809998,272.480011,249.708435,3881100
2018-01-30,270.390015,272.000000,267.109985,268.940002,246.464249,3970400
2018-01-31,268.549988,270.000000,266.329987,267.890015,245.501984,3710200
2018-02-01,266.149994,272.589996,266.000000,272.230011,249.479324,3388200
2018-02-02,270.000000,271.750000,259.350006,260.040009,238.308044,5913900
2018-02-05,257.510010,263.299988,241.500000,249.110001,228.291458,6528500
2018-02-06,244.210007,258.750000,242.110001,258.700012,237.080048,6739900
2018-02-07,255.899994,261.950012,255.660004,257.100006,235.613754,4125000
2018-02-08,257.929993,258.779999,246.050003,246.350006,225.762115,4166200
2018-02-09,249.619995,251.669998,239.289993,249.300003,228.465591,5978600
2018-02-12,251.149994,256.149994,248.820007,253.160004,232.003021,3692500
2018-02-13,252.009995,256.399994,250.580002,255.529999,234.174942,2700500
2018-02-14,255.000000,262.709991,254.479996,262.579987,240.635773,3793800
2018-02-15,265.760010,268.000000,262.910004,267.679993,245.309570,3523100
2018-02-16,265.989990,269.279999,265.899994,267.619995,245.254532,2602500
2018-02-20,266.890015,268.850006,263.309998,264.890015,242.752747,2618400
2018-02-21,263.920013,270.000000,263.130005,263.399994,241.387222,3017900
2018-02-22,264.399994,266.320007,260.720001,261.429993,239.581863,2678900
2018-02-23,263.000000,266.980011,262.399994,266.769989,244.475632,2507100
2018-02-26,267.500000,271.779999,266.769989,271.260010,248.590347,2751400
2018-02-27,271.000000,273.119995,267.929993,267.929993,245.538666,3140600
2018-02-28,269.140015,269.489990,262.570007,262.929993,241.632889,3104300
2018-03-01,262.609985,263.549988,256.200012,256.779999,235.981064,3483500
2018-03-02,255.000000,259.239990,252.100006,258.119995,237.212494,3122800
2018-03-05,256.459991,264.549988,256.239990,263.119995,241.807510,2445800
2018-03-06,264.769989,267.869995,263.209991,266.929993,245.308884,2217300
2018-03-07,262.690002,266.429993,260.950012,265.350006,243.856888,2509400
2018-03-08,266.480011,268.100006,262.630005,266.339996,244.766647,2565400
2018-03-09,268.700012,271.089996,267.040009,270.769989,248.837830,4410600
2018-03-12,271.000000,275.309998,270.769989,273.380005,251.236526,3065600
2018-03-13,274.339996,275.029999,267.440002,268.529999,246.779282,2288100
2018-03-14,270.399994,270.779999,263.910004,264.429993,243.011398,2478700
2018-03-15,265.720001,269.000000,265.350006,266.609985,245.014816,2255200
2018-03-16,266.010010,269.850006,265.329987,267.600006,245.924667,4114400
2018-03-19,266.989990,267.500000,259.470001,262.529999,241.265320,2426900
2018-03-20,263.290009,264.640015,261.890015,263.190002,241.871811,1514800
2018-03-21,263.010010,266.489990,260.309998,261.850006,240.640350,2817600
2018-03-22,258.420013,260.820007,252.179993,252.600006,232.139603,4489300
2018-03-23,253.630005,253.990005,244.929993,245.259995,225.394135,3634200
2018-03-26,250.649994,255.360001,248.449997,254.880005,234.234955,3787200
2018-03-27,255.889999,257.059998,245.610001,247.259995,227.232147,2981500
2018-03-28,248.779999,251.229996,244.369995,249.369995,229.171265,2660200
2018-03-29,250.789993,252.979996,248.330002,251.860001,231.459518,3073900
2018-04-02,251.259995,252.600006,243.770004,247.350006,227.314896,3429900
2018-04-03,248.610001,250.889999,245.899994,250.580002,230.283264,2488200
2018-04-04,245.710007,253.220001,244.509995,252.619995,232.157974,2853200
2018-04-05,254.500000,258.000000,253.399994,255.809998,235.089630,1924800
2018-04-06,251.479996,255.339996,246.679993,249.970001,229.722672,3621900
2018-04-09,251.479996,257.500000,249.169998,252.190002,231.762878,3256700
2018-04-10,257.959991,259.890015,255.949997,256.570007,235.788055,3113900
2018-04-11,252.589996,254.830002,249.789993,252.940002,232.452057,3322000
2018-04-12,256.269989,260.730011,255.110001,259.589996,238.563461,3059100
2018-04-13,261.940002,262.500000,254.539993,255.919998,235.190720,3026200
2018-04-16,257.130005,260.660004,256.660004,257.880005,236.991959,3257400
2018-04-17,261.600006,262.250000,252.339996,253.630005,233.086197,10134400
2018-04-18,254.899994,257.019989,252.250000,254.000000,233.426224,4524800
2018-04-19,254.000000,256.160004,252.830002,254.169998,233.582443,3990000
2018-04-20,254.100006,255.679993,251.479996,251.960007,231.551514,2930600
2018-04-23,251.660004,252.750000,246.190002,246.669998,226.689941,3775900
2018-04-24,248.820007,249.149994,240.039993,242.490005,222.848526,4705100
2018-04-25,242.190002,242.460007,237.509995,239.229996,219.852585,5041400
2018-04-26,239.270004,241.660004,238.009995,240.089996,220.642899,2891100
2018-04-27,240.000000,241.929993,239.020004,239.800003,220.376404,2136800
2018-04-30,240.970001,243.070007,238.220001,238.330002,219.025497,2790500
2018-05-01,237.509995,237.899994,233.960007,236.669998,217.499954,3269800
2018-05-02,236.600006,237.910004,233.419998,234.050003,215.092163,3710900
2018-05-03,232.449997,234.000000,227.399994,233.410004,214.503967,4511400
2018-05-04,232.309998,236.789993,232.279999,234.940002,215.910049,2622300
2018-05-07,236.000000,238.169998,235.279999,237.199997,217.986984,1979400
2018-05-08,238.240005,240.660004,236.000000,237.000000,217.803177,3267000
2018-05-09,237.979996,242.050003,237.250000,241.729996,222.150070,2434000
2018-05-10,242.110001,245.419998,240.160004,243.440002,223.721527,2599000
2018-05-11,243.440002,244.910004,241.710007,242.919998,223.243698,1540100
2018-05-14,243.600006,245.880005,243.500000,243.910004,224.153503,1928500
2018-05-15,243.000000,243.949997,240.669998,241.559998,221.993835,2165700
2018-05-16,241.270004,241.839996,240.589996,240.960007,221.442459,1965200
2018-05-17,240.419998,242.440002,238.779999,239.100006,219.733109,2462700
2018-05-18,238.100006,238.740005,236.869995,237.000000,217.803177,2699000
2018-05-21,239.100006,240.070007,237.320007,237.699997,218.446533,1951700
2018-05-22,238.699997,240.699997,237.979996,238.000000,218.722229,2551500
2018-05-23,236.880005,237.869995,234.380005,237.809998,218.547623,3114000
2018-05-24,236.600006,237.169998,233.649994,236.100006,216.976135,2308700
2018-05-25,235.000000,236.119995,234.279999,235.009995,215.974396,1985600
2018-05-29,231.520004,232.470001,225.020004,227.029999,208.640762,5323600
2018-05-30,228.940002,229.669998,226.279999,229.160004,211.342987,3348600
2018-05-31,227.339996,228.110001,224.089996,225.880005,208.318008,5334900
2018-06-01,228.399994,230.250000,228.089996,228.350006,210.595932,3330900
2018-06-04,230.350006,231.149994,228.949997,229.889999,212.016220,2133600
2018-06-05,228.940002,229.339996,227.289993,228.339996,210.586716,1986200
2018-06-06,229.850006,232.580002,229.360001,232.229996,214.174255,2566400
2018-06-07,233.889999,235.919998,232.539993,233.449997,215.299393,2905000
2018-06-08,233.000000,234.270004,232.350006,233.389999,215.244064,2253100
2018-06-11,234.619995,235.160004,233.589996,234.089996,215.889648,1936800
2018-06-12,234.119995,235.229996,231.860001,232.630005,214.543167,2080000
2018-06-13,233.649994,238.229996,233.100006,233.830002,215.649857,3637400
2018-06-14,235.869995,235.889999,232.589996,233.649994,215.483902,2899600
2018-06-15,231.500000,233.149994,229.839996,231.919998,213.888367,4738100
2018-06-18,230.199997,231.669998,229.149994,231.389999,213.399567,2327500
2018-06-19,228.220001,229.039993,226.160004,228.320007,210.568283,3326600
2018-06-20,229.919998,229.940002,226.960007,227.820007,210.107132,2678300
2018-06-21,226.389999,228.429993,224.570007,226.979996,209.332428,3094600
2018-06-22,227.779999,230.500000,225.580002,226.020004,208.447098,2731800
2018-06-25,224.500000,225.139999,220.389999,221.539993,204.315384,3817700
2018-06-26,221.779999,222.800003,219.119995,221.580002,204.352310,2692900
2018-06-27,221.479996,225.470001,220.139999,220.179993,203.061127,3104200
2018-06-28,220.250000,224.660004,219.580002,223.419998,206.049255,3072600
2018-06-29,224.399994,225.169998,220.449997,220.570007,203.420837,3393700
2018-07-02,219.750000,223.339996,218.889999,223.259995,205.901672,1723200
2018-07-03,224.460007,224.639999,219.990005,220.380005,203.245621,1204400
2018-07-05,221.500000,222.139999,219.779999,220.740005,203.577621,2218200
2018-07-06,220.539993,223.199997,219.880005,221.789993,204.545959,1846400
2018-07-09,223.360001,228.199997,223.000000,227.990005,210.263931,2743900
2018-07-10,228.000000,228.869995,225.850006,226.850006,209.212570,2524800
2018-07-11,225.759995,227.250000,225.199997,225.660004,208.115097,2527000
2018-07-12,227.639999,227.800003,225.770004,227.220001,209.553802,2223100
2018-07-13,226.630005,228.619995,223.929993,226.410004,208.806778,2541500
2018-07-16,227.199997,231.440002,226.740005,231.440002,213.445694,3271200
2018-07-17,231.479996,233.229996,226.869995,231.020004,213.058334,9280200
2018-07-18,232.339996,233.720001,230.149994,231.240005,213.261261,6149900
2018-07-19,231.110001,231.990005,228.979996,229.630005,211.776428,4638500
2018-07-20,229.009995,232.050003,228.800003,231.690002,213.676270,2683500
2018-07-23,231.800003,234.860001,231.720001,233.759995,215.585327,2788500
2018-07-24,234.750000,237.479996,234.339996,235.880005,217.540497,2887400
2018-07-25,235.009995,236.850006,233.949997,236.690002,218.287521,2181500
2018-07-26,237.000000,238.339996,236.429993,237.110001,218.674850,1885500
2018-07-27,237.960007,238.800003,235.990005,237.639999,219.163651,1998200
2018-07-30,238.000000,239.729996,236.889999,238.949997,220.371796,2454100
2018-07-31,239.500000,239.500000,236.550003,237.429993,218.969986,2503700
2018-08-01,238.500000,239.399994,235.779999,236.039993,217.688049,2510500
2018-08-02,233.929993,235.210007,232.770004,233.990005,215.797440,2579700
2018-08-03,234.440002,235.520004,233.490005,234.089996,215.889648,3053100
2018-08-06,234.139999,236.979996,234.029999,235.929993,217.586594,2259600
2018-08-07,237.250000,239.460007,236.490005,237.830002,219.338852,2399500
2018-08-08,238.119995,239.160004,236.229996,236.369995,217.992386,2522400
2018-08-09,236.350006,236.850006,233.389999,233.779999,215.603745,2951900
2018-08-10,230.970001,231.460007,228.110001,229.610001,211.757980,3863400
2018-08-13,229.490005,229.889999,226.570007,226.860001,209.221756,2662700
2018-08-14,227.350006,230.369995,227.300003,229.559998,211.711838,2359000
2018-08-15,229.350006,231.539993,228.309998,229.250000,211.425980,3218500
2018-08-16,230.669998,233.289993,230.449997,233.000000,214.884369,2438300
2018-08-17,232.509995,233.720001,231.639999,233.380005,215.234863,2107200
2018-08-20,234.130005,235.979996,234.080002,235.779999,217.448257,2604900
2018-08-21,235.289993,239.529999,235.289993,238.649994,220.095123,2437300
2018-08-22,237.889999,239.669998,237.580002,239.339996,220.731476,1870900
2018-08-23,239.050003,239.279999,235.839996,236.339996,217.964737,2064700
2018-08-24,237.360001,237.800003,234.699997,235.110001,216.830368,1948100
2018-08-27,236.990005,243.649994,236.559998,242.600006,223.738007,4106900
2018-08-28,243.059998,245.080002,241.589996,242.369995,223.525879,2951000
2018-08-29,242.050003,242.789993,240.309998,241.399994,223.368546,1911700
2018-08-30,240.800003,241.119995,238.679993,239.399994,221.517990,1963700
2018-08-31,238.940002,239.350006,237.119995,237.809998,220.046768,1965500
2018-09-04,237.759995,238.119995,234.589996,237.660004,219.907974,2083500
2018-09-05,237.009995,239.449997,236.169998,237.559998,219.815399,2092000
2018-09-06,237.000000,238.630005,233.880005,234.520004,217.002502,2651400
2018-09-07,235.050003,235.639999,232.679993,233.910004,216.438065,1952900
2018-09-10,235.009995,235.500000,231.740005,231.910004,214.587479,1948100
2018-09-11,230.669998,231.649994,228.660004,230.210007,213.014465,2719400
2018-09-12,230.910004,231.990005,227.300003,228.149994,211.108292,3577700
2018-09-13,229.500000,229.850006,227.570007,228.330002,211.274857,3003600
2018-09-14,229.080002,230.550003,228.759995,229.240005,212.116882,2228300
2018-09-17,229.399994,230.160004,227.300003,227.889999,210.867706,1918800
2018-09-18,228.350006,229.399994,226.570007,228.889999,211.793030,2498100
2018-09-19,229.899994,236.279999,229.520004,235.580002,217.983322,3716500
2018-09-20,237.000000,238.509995,236.029999,237.399994,219.667389,2503000
2018-09-21,238.059998,238.520004,234.830002,235.339996,217.761246,3760300
2018-09-24,234.740005,235.740005,232.240005,232.899994,215.503494,2057000
2018-09-25,234.639999,234.639999,232.229996,232.500000,215.133377,2003200
2018-09-26,232.960007,233.000000,228.240005,228.880005,211.783768,2372700
2018-09-27,228.770004,229.850006,227.520004,227.740005,210.728928,2451500
2018-09-28,225.750000,227.399994,223.800003,224.240005,207.490356,3097800
2018-10-01,226.220001,227.589996,225.000000,225.330002,208.498917,2451300
2018-10-02,225.279999,226.330002,223.970001,226.070007,209.183685,2272700
2018-10-03,227.750000,229.770004,226.580002,227.779999,210.765976,2573900
2018-10-04,229.259995,231.399994,225.389999,227.479996,210.488342,2903600
2018-10-05,228.000000,228.410004,224.210007,225.710007,208.850571,1722400
2018-10-08,224.259995,226.919998,222.500000,225.350006,208.517471,2522900
2018-10-09,224.990005,225.119995,222.529999,222.910004,206.259705,1862900
2018-10-10,223.240005,223.639999,214.559998,214.889999,198.838715,3955500
2018-10-11,214.199997,216.029999,210.949997,212.970001,197.062164,6217400
2018-10-12,217.000000,217.979996,211.460007,213.869995,197.894928,4161300
2018-10-15,214.449997,217.139999,213.050003,215.220001,199.144104,3333800
2018-10-16,219.350006,222.000000,216.300003,221.699997,205.140045,5924200
2018-10-17,220.529999,228.899994,220.050003,228.279999,211.228561,4953700
2018-10-18,227.500000,228.729996,223.860001,224.949997,208.147278,2995400
2018-10-19,225.259995,228.300003,224.190002,226.960007,210.007187,2759100
2018-10-22,226.929993,228.869995,221.520004,221.600006,205.047562,2736800
2018-10-23,216.589996,219.520004,214.320007,218.559998,202.234650,3318200
2018-10-24,218.139999,218.929993,208.399994,209.179993,193.555252,4152700
2018-10-25,211.270004,215.690002,210.339996,214.009995,198.024490,3179700
2018-10-26,210.729996,214.800003,209.529999,212.360001,196.497757,3557900
2018-10-29,214.149994,218.210007,212.050003,214.490005,198.468674,3278200
2018-10-30,215.990005,220.350006,215.039993,219.279999,202.900864,3897400
2018-10-31,221.889999,229.000000,221.399994,225.369995,208.535980,4369600
2018-11-01,225.759995,228.880005,225.470001,226.970001,210.016418,2557600
2018-11-02,230.000000,231.690002,226.289993,229.690002,212.533295,3699000
2018-11-05,228.320007,231.100006,226.949997,228.720001,211.635681,2565200
2018-11-06,228.190002,229.520004,227.050003,228.199997,211.154572,2275600
2018-11-07,230.050003,232.800003,226.899994,231.279999,214.004517,3514300
2018-11-08,231.000000,234.059998,230.600006,231.649994,214.346848,2404800
2018-11-09,231.690002,231.690002,222.300003,222.649994,206.019104,3721700
2018-11-12,222.000000,222.309998,205.130005,206.050003,190.659058,11019400
2018-11-13,204.399994,209.589996,202.330002,205.050003,189.733765,6984800
2018-11-14,206.240005,207.339996,198.440002,202.490005,187.364990,5742500
2018-11-15,201.800003,204.500000,199.320007,203.740005,188.521622,4260000
2018-11-16,202.929993,204.740005,200.350006,202.119995,187.022644,2829600
2018-11-19,201.830002,202.300003,197.350006,198.220001,183.413956,3419100
2018-11-20,195.100006,195.889999,190.350006,191.339996,177.047836,5513800
2018-11-21,192.089996,195.240005,191.190002,192.600006,178.213715,4111700
2018-11-23,191.610001,191.869995,188.940002,189.100006,174.975143,1862600
2018-11-26,191.169998,195.229996,190.690002,194.339996,179.823761,3143300
2018-11-27,193.399994,194.619995,191.559998,193.649994,179.185257,2345400
2018-11-28,194.839996,198.449997,192.229996,198.350006,183.534210,3762900
2018-11-29,196.020004,197.449997,193.160004,194.850006,181.025772,2665700
2018-11-30,190.570007,191.449997,188.119995,190.690002,177.160950,6220000
2018-12-03,194.000000,195.660004,191.619995,191.630005,178.034225,4017000
2018-12-04,190.690002,191.110001,183.630005,184.309998,171.233551,5797500
2018-12-06,181.330002,184.880005,180.149994,184.089996,171.029160,5275500
2018-12-07,183.850006,186.250000,179.000000,179.669998,166.922760,3921200
2018-12-10,178.600006,179.839996,174.679993,178.830002,166.142365,4528300
2018-12-11,182.149994,184.429993,175.449997,176.800003,164.256363,4713900
2018-12-12,178.500000,180.000000,176.479996,176.699997,164.163498,3677300
2018-12-13,177.830002,178.690002,175.119995,175.919998,163.438812,4008600
2018-12-14,174.339996,176.259995,172.369995,172.770004,160.512314,5078300
2018-12-17,169.399994,171.429993,166.529999,168.009995,156.090027,8395800
2018-12-18,169.779999,173.020004,169.320007,171.500000,159.332382,5150800
2018-12-19,171.589996,174.850006,167.600006,169.250000,157.242020,5316100
2018-12-20,168.389999,171.649994,167.160004,168.410004,156.461624,6488200
2018-12-21,168.250000,169.630005,159.419998,160.050003,148.694763,8960000
2018-12-24,159.000000,160.000000,154.309998,156.350006,145.257278,3783500
2018-12-26,157.000000,163.110001,151.699997,162.929993,151.370468,7054700
2018-12-27,160.119995,165.410004,159.020004,165.410004,153.674469,4973000
2018-12-28,165.639999,165.949997,162.020004,163.029999,151.463333,4110500
2018-12-31,163.779999,167.119995,163.779999,167.050003,155.198135,4550000
2019-01-02,164.330002,172.250000,163.350006,172.029999,159.824783,3999400
2019-01-03,170.660004,171.770004,168.289993,169.509995,157.483597,4060200
2019-01-04,172.990005,176.000000,171.100006,175.050003,162.630554,3788300
2019-01-07,175.229996,177.830002,172.270004,176.020004,163.531723,3152100
2019-01-08,177.779999,178.100006,172.899994,175.369995,162.927856,2692700
